,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country,quarantine_reason
30162,2012,London,Fencing,Fencing,Elisa Di Francisca,ITA,Women,Foil Team,Gold,Italy,
30163,2012,London,Fencing,Fencing,Arianna Errigo,ITA,Women,Foil Team,Gold,Italy,
30164,2012,London,Fencing,Fencing,Ilaria Salvatori,ITA,Women,Foil Team,Gold,Italy,
30165,2012,London,Fencing,Fencing,Valentina Vezzali,ITA,Women,Foil Team,Gold,Italy,
30166,2012,London,Fencing,Fencing,Inna Deriglazova,RUS,Women,Foil Team,Silver,Russia,
30167,2012,London,Fencing,Fencing,Kamilla Gafurzianova,RUS,Women,Foil Team,Silver,Russia,
30168,2012,London,Fencing,Fencing,Larisa Korobeynikova,RUS,Women,Foil Team,Silver,Russia,
30169,2012,London,Fencing,Fencing,Aida Shanaeva,RUS,Women,Foil Team,Silver,Russia,
30170,2012,London,Fencing,Fencing,Hee Sook Jeon,KOR,Women,Foil Team,Bronze,"Korea, South",
30171,2012,London,Fencing,Fencing,Gil Ok Jung,KOR,Women,Foil Team,Bronze,"Korea, South",
30172,2012,London,Fencing,Fencing,Hyun Hee Nam,KOR,Women,Foil Team,Bronze,"Korea, South",
30173,2012,London,Fencing,Fencing,Ha Na Oh,KOR,Women,Foil Team,Bronze,"Korea, South",
30174,2012,London,Fencing,Fencing,Aron Szilagyi,HUN,Men,Sabre Individual,Gold,Hungary,
30175,2012,London,Fencing,Fencing,Diego Occhiuzzi,ITA,Men,Sabre Individual,Silver,Italy,
30176,2012,London,Fencing,Fencing,Nikolay Kovalev,RUS,Men,Sabre Individual,Bronze,Russia,
30177,2012,London,Fencing,Fencing,Jiyeon Kim,KOR,Women,Sabre Individual,Gold,"Korea, South",
30178,2012,London,Fencing,Fencing,Sofya Velikaya,RUS,Women,Sabre Individual,Silver,Russia,
30179,2012,London,Fencing,Fencing,Olga Kharlan,UKR,Women,Sabre Individual,Bronze,Ukraine,
30180,2012,London,Fencing,Fencing,Bongil Gu,KOR,Men,Sabre Team,Gold,"Korea, South",
30181,2012,London,Fencing,Fencing,Junghwan Kim,KOR,Men,Sabre Team,Gold,"Korea, South",
30182,2012,London,Fencing,Fencing,Eunseok Oh,KOR,Men,Sabre Team,Gold,"Korea, South",
30183,2012,London,Fencing,Fencing,Woo Young Won,KOR,Men,Sabre Team,Gold,"Korea, South",
30184,2012,London,Fencing,Fencing,Tiberiu Dolniceanu,ROM,Men,Sabre Team,Silver,Romania,
30185,2012,London,Fencing,Fencing,Rares Dumitrescu,ROM,Men,Sabre Team,Silver,Romania,
30186,2012,London,Fencing,Fencing,Alexandru Siriteanu,ROM,Men,Sabre Team,Silver,Romania,
30187,2012,London,Fencing,Fencing,Florin Zalomir,ROM,Men,Sabre Team,Silver,Romania,
30188,2012,London,Fencing,Fencing,Aldo Montano,ITA,Men,Sabre Team,Bronze,Italy,
30189,2012,London,Fencing,Fencing,Diego Occhiuzzi,ITA,Men,Sabre Team,Bronze,Italy,
30190,2012,London,Fencing,Fencing,Luigi Samele,ITA,Men,Sabre Team,Bronze,Italy,
30191,2012,London,Fencing,Fencing,Luigi Tarantino,ITA,Men,Sabre Team,Bronze,Italy,
30192,2012,London,Football,Football,Javier Aquino,MEX,Men,Football,Gold,Mexico,
30193,2012,London,Football,Football,Nestor Araujo,MEX,Men,Football,Gold,Mexico,
30194,2012,London,Football,Football,Darvin Chavez,MEX,Men,Football,Gold,Mexico,
30195,2012,London,Football,Football,Jose Corona,MEX,Men,Football,Gold,Mexico,
30196,2012,London,Football,Football,Javier Cortes,MEX,Men,Football,Gold,Mexico,
30197,2012,London,Football,Football,Giovani Dos Santos,MEX,Men,Football,Gold,Mexico,
30198,2012,London,Football,Football,Jorge Enriquez,MEX,Men,Football,Gold,Mexico,
30199,2012,London,Football,Football,Marco Fabian,MEX,Men,Football,Gold,Mexico,
30200,2012,London,Football,Football,Hector Herrera,MEX,Men,Football,Gold,Mexico,
30201,2012,London,Football,Football,Israel Jimenez,MEX,Men,Football,Gold,Mexico,
30202,2012,London,Football,Football,Raul Jimenez,MEX,Men,Football,Gold,Mexico,
30203,2012,London,Football,Football,Hiram Mier,MEX,Men,Football,Gold,Mexico,
30204,2012,London,Football,Football,Oribe Peralta,MEX,Men,Football,Gold,Mexico,
30205,2012,London,Football,Football,Miguel Ponce,MEX,Men,Football,Gold,Mexico,
30206,2012,London,Football,Football,Diego Reyes,MEX,Men,Football,Gold,Mexico,
30207,2012,London,Football,Football,Jose Rodriguez,MEX,Men,Football,Gold,Mexico,
30208,2012,London,Football,Football,Carlos Salcido,MEX,Men,Football,Gold,Mexico,
30209,2012,London,Football,Football,Nestor Vidrio,MEX,Men,Football,Gold,Mexico,
30210,2012,London,Football,Football,Danilo,BRA,Men,Football,Silver,Brazil,
30211,2012,London,Football,Football,Gabriel,BRA,Men,Football,Silver,Brazil,
30212,2012,London,Football,Football,Ganso,BRA,Men,Football,Silver,Brazil,
30213,2012,London,Football,Football,Hulk,BRA,Men,Football,Silver,Brazil,
30214,2012,London,Football,Football,Juan,BRA,Men,Football,Silver,Brazil,
30215,2012,London,Football,Football,Leandro Damiao,BRA,Men,Football,Silver,Brazil,
30216,2012,London,Football,Football,Marcelo,BRA,Men,Football,Silver,Brazil,
30217,2012,London,Football,Football,Lucas Moura,BRA,Men,Football,Silver,Brazil,
30218,2012,London,Football,Football,Neto,BRA,Men,Football,Silver,Brazil,
30219,2012,London,Football,Football,Neymar,BRA,Men,Football,Silver,Brazil,
30220,2012,London,Football,Football,Oscar,BRA,Men,Football,Silver,Brazil,
30221,2012,London,Football,Football,Alexandre Pato,BRA,Men,Football,Silver,Brazil,
30222,2012,London,Football,Football,Rafael,BRA,Men,Football,Silver,Brazil,
30223,2012,London,Football,Football,Romulo,BRA,Men,Football,Silver,Brazil,
30224,2012,London,Football,Football,Sandro,BRA,Men,Football,Silver,Brazil,
30225,2012,London,Football,Football,Alex Sandro,BRA,Men,Football,Silver,Brazil,
30226,2012,London,Football,Football,Thiago Silva,BRA,Men,Football,Silver,Brazil,
30227,2012,London,Football,Football,Bruno Uvini,BRA,Men,Football,Silver,Brazil,
30228,2012,London,Football,Football,Sungdong Baek,KOR,Men,Football,Bronze,"Korea, South",
30229,2012,London,Football,Football,Seokho Hwang,KOR,Men,Football,Bronze,"Korea, South",
30230,2012,London,Football,Football,Dongwon Ji,KOR,Men,Football,Bronze,"Korea, South",
30231,2012,London,Football,Football,Sung Ryong Jung,KOR,Men,Football,Bronze,"Korea, South",
30232,2012,London,Football,Football,Wooyoung Jung,KOR,Men,Football,Bronze,"Korea, South",
30233,2012,London,Football,Football,Sungyueng Ki,KOR,Men,Football,Bronze,"Korea, South",
30234,2012,London,Football,Football,Bokyung Kim,KOR,Men,Football,Bronze,"Korea, South",
30235,2012,London,Football,Football,Chang Soo Kim,KOR,Men,Football,Bronze,"Korea, South",
30236,2012,London,Football,Football,Hyunsung Kim,KOR,Men,Football,Bronze,"Korea, South",
30237,2012,London,Football,Football,Keehee Kim,KOR,Men,Football,Bronze,"Korea, South",
30238,2012,London,Football,Football,Younggwon Kim,KOR,Men,Football,Bronze,"Korea, South",
30239,2012,London,Football,Football,Jacheol Koo,KOR,Men,Football,Bronze,"Korea, South",
30240,2012,London,Football,Football,Bumyoung Lee,KOR,Men,Football,Bronze,"Korea, South",
30241,2012,London,Football,Football,Taehee Nam,KOR,Men,Football,Bronze,"Korea, South",
